facility_name,state,year,primary_fuel,electricity_mwh,total_emissions,emission_intensity,reporting_entity,grid_connected
Eildon Hydro,VIC,2017,Hydro,185794.0,680.0,0.0036599674908769928,Agl Energy Limited,Connected
Eildon Pondage Hydro,VIC,2017,Hydro,15193.0,2.0,0.000131639570854999,Spic Pacific Energy Pty Ltd,Connected
Elliot Generation,NT,2017,Gas,2773.0,2020.0,0.7284529390551749,Power And Water Corporation,Disconnected
Emu Downs Solar Farm,WA,2017,Solar,27058.0,33.0,0.0012196023357232612,Apt Pipelines Limited,Connected
Emu Downs Wind Farm,WA,2017,Wind,240195.0,396.0,0.001648660463373509,Apt Pipelines Limited,Connected
Energy Impact - Bromelton Peak Generation Plant - Facility,QLD,2017,Diesel,871.0,694.0,0.7967853042479908,Energy Queensland Limited,Connected
Energy Impact - Generation - Facility,QLD,2017,Diesel,546.0,384.0,0.7032967032967034,Energy Queensland Limited,Connected
Engawala (Alcoota),NT,2017,Diesel,541.0,422.0,0.7800369685767098,Power And Water Corporation,Disconnected
Enwave Central Park Pty Ltd,NSW,2017,Gas,2150.0,2857.0,1.3288372093023255,Bpih Pty Limited,Connected
Enwave Mascot Pty Ltd,NSW,2017,Gas,29020.0,17143.0,0.5907305306685044,Bpih Pty Limited,Connected
Epenarra (Wutunugurra),NT,2017,Diesel,759.0,613.0,0.8076416337285902,Power And Water Corporation,Disconnected
Eraring Power Station,NSW,2017,Coal,17186144.0,14914916.0,0.8678453991773838,Origin Energy Limited,Connected
Esperance Power Station,WA,2017,Gas,69350.0,55006.0,0.7931651045421774,Esperance Power Station Pty Ltd,Disconnected
Esperance Wind Farm,WA,2017,Wind,15779.0,6.0,0.00038025223398187465,Electricity Generation And Retail Corporation,Disconnected
Essential Energy Generation Facility - Broken Hill Gas Turbine,NSW,2017,Diesel,105.0,615.0,5.857142857142857,Essential Energy,Connected
Eva Valley,NT,2017,Diesel,366.0,298.0,0.8142076502732241,Power And Water Corporation,Disconnected
Exhibition Street,VIC,2017,Gas,2415.0,1484.0,0.6144927536231884,Origin Energy Limited,Connected
Exmouth Power Station Pty Ltd,WA,2017,Gas,25158.0,17343.0,0.6893632244216551,Fengate Exmouth Energy Spv Pty Ltd,Disconnected
Fpc Green Energy,QLD,2017,Biomass,75972.0,4562.0,0.06004843889854157,Renewable Power Australia Limited,Connected
Facility,VIC,2017,Wind,627092.0,1707.0,0.002722088624954552,Awf Aus Hold Op Co Pty Ltd,Connected
Facility,VIC,2017,Wind,80286.0,83.0,0.0010338041501631668,Cbwf Holdings Pty Limited,Connected
Fisher Hydro Power Station,TAS,2017,Hydro,235619.0,0.0,,Hydro-Electric Corporation,Connected
Fitzroy Crossing Lng Power Station,WA,2017,Gas,14826.0,9437.0,0.6365169297180628,Edl Ngd (Wa) Pty Ltd,Disconnected
Flinders Island Power Station,TAS,2017,Wind,4758.0,1906.0,0.4005884825556957,Hydro-Electric Corporation,Disconnected
Griffith Solar Farm Pty Ltd,NSW,2017,Solar,16491.0,60.0,0.0036383481899217754,Neoen Australia Pty Ltd,Connected
Galiwinku (Elcho Island),NT,2017,Diesel,6998.0,4954.0,0.7079165475850243,Power And Water Corporation,Disconnected
Gapuwiyak (Lake Evella),NT,2017,Diesel,3037.0,2177.0,0.7168258149489628,Power And Water Corporation,Disconnected
Gascoyne Facility,WA,2017,Diesel,736.0,586.0,0.7961956521739131,Energy Generation Pty Ltd,Disconnected
Geelong Hospital Cogeneration Plant,VIC,2017,Gas,18465.0,12657.0,0.6854589764419171,Momentum Energy Pty Limited,Connected
German Creek Cmm Power Station,QLD,2017,Waste Coal Mine Gas,303192.0,160373.0,0.5289486529987598,Edl Csm (Qld) Pty Ltd,Connected
Gladstone Power Station,QLD,2017,Coal,8974847.0,8547021.0,0.9523305522645679,Nrg Victoria 1 Pty Ltd,Connected
Glenbawn Hydro,NSW,2017,Hydro,19603.0,11.0,0.0005611386012345049,Agl Energy Limited,Connected
Glenmaggie Hydro,VIC,2017,Hydro,4050.0,5.0,0.0012345679012345679,Spic Pacific Energy Pty Ltd,Connected
Glennies Creek Wcmg Power Station,NSW,2017,Waste Coal Mine Gas,77305.0,40164.0,0.5195524222236595,Edl (Oci) Pty Limited,Connected
Glenorchy Landfill Generation,TAS,2017,Landfill Gas,9163.0,518.0,0.05653170359052712,Agl Energy Limited,Connected
Gordon Hydro Power Station,TAS,2017,Hydro,1019723.0,59.0,5.785884990335611e-05,Hydro-Electric Corporation,Connected
Grange Avenue Lfg Power Station,NSW,2017,Landfill Gas,5466.0,329.0,0.060190267105744606,Edl Lfg (Nsw) Pty Ltd,Connected
Greenough River Solar Farm,WA,2017,Solar,21815.0,113.0,0.0051799220719688285,Electricity Generation And Retail Corporation,Connected
Grosvenor 1 Wcmg Power Station,QLD,2017,Waste Coal Mine Gas,158920.0,86059.0,0.5415240372514473,Edl Projects (Australia) Pty Ltd,Connected
Grosvenor 2 Wcmg Power Station,QLD,2017,Waste Coal Mine Gas,87884.0,48259.0,0.5491215693414045,Edl Projects (Australia) Pty Ltd,Connected
Gunbalanya (Oenpelli),NT,2017,Diesel,5110.0,3642.0,0.712720156555773,Power And Water Corporation,Disconnected
Gunning Wind Farm,NSW,2017,Wind,167150.0,249.0,0.0014896799282081963,Acciona Energy Oceania Pty. Ltd.,Connected
Hornsdale Power Reserve Pty Ltd,SA,2017,Battery,22027.0,13118.0,0.5955418350206565,Neoen Australia Pty Ltd,Connected
Hwf1 Pty Ltd,SA,2017,Wind,377139.0,119.0,0.0003155335300777697,Neoen Australia Pty Ltd,Connected
Hwf2 Pty Ltd,SA,2017,Wind,348502.0,113.0,0.0003242449110765505,Neoen Australia Pty Ltd,Connected
Hwf3 Pty Ltd,SA,2017,Wind,281499.0,95.0,0.0003374789963729889,Neoen Australia Pty Ltd,Connected
Hallett (Stage 1) Wind Farm,SA,2017,Wind,312833.0,287.0,0.0009174223946962117,Agl Energy Limited,Connected
Hallett (Stage 2) Wind Farm,SA,2017,Wind,250407.0,229.0,0.0009145111758057881,Agl Energy Limited,Connected
Hallett (Stage 4) Wind Farm,SA,2017,Wind,474486.0,529.0,0.001114890639555224,Agl Energy Limited,Connected
Hallett (Stage 5) Wind Farm,SA,2017,Wind,161690.0,286.0,0.0017688168717917001,Agl Energy Limited,Connected
Hallett Power Station,SA,2017,Gas,19823.0,20635.0,1.0409625182868385,Energyaustralia Holdings Limited,Connected
Halls Creek Lng Power Station,WA,2017,Gas,11470.0,7253.0,0.6323452484742808,Edl Ngd (Wa) Pty Ltd,Disconnected
Hampton Park Renewable Energy Facility,VIC,2017,Landfill Gas,63410.0,3266.0,0.051506071597539824,Lms Energy Pty Ltd,Connected
Hobart Landfill Generation,TAS,2017,Landfill Gas,6231.0,359.0,0.05761515005617076,Agl Energy Limited,Connected
Hopetoun Wind Diesel Power Station,WA,2017,Wind,4663.0,2134.0,0.45764529273000215,Electricity Generation And Retail Corporation,Disconnected
Hume Hydro,NSW,2017,Hydro,203372.0,152.0,0.000747398855299648,Meridian Energy Australia Pty Ltd,Connected
Hunter Valley Gas Turbines,NSW,2017,Gas,854.0,1969.0,2.3056206088992974,Agl Energy Limited,Connected
Ikuntji (Haasts Bluff),NT,2017,Diesel,709.0,578.0,0.8152327221438646,Power And Water Corporation,Disconnected
Imangara (Murray Downs),NT,2017,Diesel,298.0,237.0,0.7953020134228188,Power And Water Corporation,Disconnected
Imanpa (Mount Ebenezer),NT,2017,Diesel,621.0,449.0,0.7230273752012882,Power And Water Corporation,Disconnected
Ipswich Renewable Energy Facility,QLD,2017,Landfill Gas,5304.0,299.0,0.056372549019607844,Lms Energy Pty Ltd,Connected
Jack'S Gully Lfg Power Station,NSW,2017,Landfill Gas,12837.0,800.0,0.062319856664329674,Edl Lfg (Nsw) Pty Ltd,Connected
Jeeralang Power Station,VIC,2017,Gas,122454.0,100090.0,0.8173681545723293,Energyaustralia Holdings Limited,Connected
John Butters Hydro Power Station,TAS,2017,Hydro,571646.0,334.0,0.0005842776823418689,Hydro-Electric Corporation,Connected
Kalamunda Power Station,WA,2017,Diesel,5.0,6.0,1.2,Landfill Gas & Power Pty Ltd,Connected
Kalbarri Wind Farm,WA,2017,Wind,3158.0,1.0,0.00031665611146295124,Electricity Generation And Retail Corporation,Connected
Kalgoorlie Gas Turbine Station,WA,2017,Gas,1411.0,1402.0,0.9936215450035436,Electricity Generation And Retail Corporation,Connected
Kalgoorlie Power Station,WA,2017,Gas,259808.0,148040.0,0.5698053947530484,Transalta Energy (Australia) Pty Ltd,Connected
Kalkaringi (Wave Hill),NT,2017,Diesel,2652.0,1859.0,0.7009803921568627,Power And Water Corporation,Disconnected
Kaltukatjara (Docker River),NT,2017,Diesel,1553.0,992.0,0.6387636831938184,Power And Water Corporation,Disconnected
Kalumburu Power Station & Distribution Network,WA,2017,Diesel,2076.0,1434.0,0.6907514450867052,Regional Power Corporation,Disconnected
Kambalda Power Station,WA,2017,Gas,268592.0,148433.0,0.5526337344373622,Transalta Energy (Australia) Pty Ltd,Connected
Kareeya Power Station,QLD,2017,Hydro,450419.0,1733.0,0.0038475286344492573,Stanwell Corporation Limited,Connected
Karratha Power Station,WA,2017,Gas,78924.0,63721.0,0.8073716486746744,Atco Australia Pty Ltd,Connected
Katherine Power Station,NT,2017,Gas,19893.0,15454.0,0.7768561805660282,Power Generation Corporation,Connected
Keepit Hydro,NSW,2017,Hydro,11439.0,68.0,0.005944575574788006,Meridian Energy Australia Pty Ltd,Connected
Kemerton Power Station,WA,2017,Gas,69457.0,52344.0,0.7536173459838461,Ratch - Australia Corporation Limited,Connected
Kemps Creek Landfill Generation,NSW,2017,Landfill Gas,13058.0,651.0,0.04985449532853423,Agl Energy Limited,Connected
Kent Street,NSW,2017,Gas,3660.0,2006.0,0.5480874316939891,Origin Energy Limited,Connected
Kiata Wind Farm Pty Ltd,VIC,2017,Wind,71159.0,134.0,0.0018831068452339129,Kiata Wind Farm Holdings Pty Ltd,Connected
Kidston Solar One - Solar – Qld,QLD,2017,Solar,52980.0,0.0,,Genex Power Limited,Connected
Kincumber Landfill Generation,NSW,2017,Landfill Gas,2108.0,161.0,0.07637571157495256,Agl Energy Limited,Connected
King Island Power Station,TAS,2017,Wind,13230.0,4199.0,0.31738473167044595,Hydro-Electric Corporation,Disconnected
Kings Canyon,NT,2017,Solar,1120.0,864.0,0.7714285714285715,Power Generation Corporation,Disconnected
Kogan Creek Power Station,QLD,2017,Coal,5254593.0,4360686.0,0.8298808299710367,C S Energy Limited,Connected
Kununurra Power Station & Kununurra Distribution Network,WA,2017,Diesel,94.0,267.0,2.8404255319148937,Regional Power Corporation,Disconnected
Kwinana Cogeneration Plant,WA,2017,Gas,859253.0,454837.0,0.5293400197613508,Ipm (Kwinana) Pty Ltd,Connected
Kwinana Gas Fired Power Station,WA,2017,Gas,2074119.0,811085.0,0.3910503688554032,Newgen Kwinana Holdings Pty Ltd,Connected
Kwinana Power Station,WA,2017,Gas,783282.0,429764.0,0.548670849068407,Electricity Generation And Retail Corporation,Connected
Kwinana Swift Power Station,WA,2017,Gas,130386.0,70022.0,0.5370361848664734,Perth Energy Pty Ltd,Connected
La Trobe,VIC,2017,Gas,658.0,377.0,0.5729483282674772,Origin Energy Limited,Connected
Ladbroke Grove Power Station,SA,2017,Gas,183307.0,103852.0,0.5665468312721281,Origin Energy Limited,Connected
Lajamanu (Hooker Creek),NT,2017,Diesel,3270.0,2051.0,0.627217125382263,Power And Water Corporation,Disconnected
"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,2017,Wind,717640.0,663.0,0.0009238615461791427,Infigen Energy Limited,Connected
Lake Echo Hydro Power Station,TAS,2017,Hydro,59262.0,13.0,0.00021936485437548512,Hydro-Electric Corporation,Connected
Lake Margaret Lower Hydro Power Station,TAS,2017,Hydro,15544.0,2.0,0.00012866700977869275,Hydro-Electric Corporation,Connected
Lake Margaret Upper Hydro Power Station,TAS,2017,Hydro,45386.0,8.0,0.00017626580883973032,Hydro-Electric Corporation,Connected
Laramba (Napperby),NT,2017,Diesel,962.0,689.0,0.7162162162162162,Power And Water Corporation,Disconnected
Laverton Facility,WA,2017,Diesel,4130.0,3064.0,0.7418886198547215,Energy Generation Pty Ltd,Disconnected
Laverton North Power Station,VIC,2017,Gas,179006.0,111411.0,0.6223869590963431,Snowy Hydro Limited,Connected
Leinster Power Station,WA,2017,Gas,250027.0,169107.0,0.6763549536650042,Transalta Energy (Australia) Pty Ltd,Disconnected
Lemonthyme Hydro Power Station,TAS,2017,Hydro,299651.0,36.0,0.00012013976259048026,Hydro-Electric Corporation,Connected
Leonora Facility,WA,2017,Gas,8228.0,6248.0,0.7593582887700535,Energy Generation Pty Ltd,Disconnected
Liapootah Hydro Power Station,TAS,2017,Hydro,415980.0,57.0,0.0001370258185489687,Hydro-Electric Corporation,Connected
Liddell Power Station,NSW,2017,Coal,8518683.0,7840239.0,0.9203581116940259,Agl Energy Limited,Connected
Lonsdale/Port Stanvac Power Station,SA,2017,Diesel,4858.0,4129.0,0.8499382461918485,Snowy Hydro Limited,Connected
Looma Ngd Power Station,WA,2017,Diesel,2539.0,2065.0,0.8133123276880662,Edl Ngd (Wa) Pty Ltd,Disconnected
Loy Yang B Power Station,VIC,2017,Coal,8870476.0,10132776.0,1.1423035246361075,Pioneer Sail Holdings Pty Limited,Connected
Loy Yang Power Station And Mine,VIC,2017,Coal,16951912.0,20107115.0,1.186126674088445,Agl Energy Limited,Connected
Lucas Heights 1 Lfg Power Station,NSW,2017,Landfill Gas,13973.0,900.0,0.06440993344306878,Edl Lfg (Nsw) Pty Ltd,Connected
Lucas Heights 2 Lfg Power Station,NSW,2017,Landfill Gas,101074.0,6381.0,0.06313196272038309,Edl Lfg (Nsw) Pty Ltd,Connected
Macarthur Wind Farm,VIC,2017,Wind,1047497.0,3257.0,0.0031093167808595155,Agl Energy Limited,Connected
Mackay Gas Turbine,QLD,2017,Diesel,190.0,261.0,1.3736842105263158,Stanwell Corporation Limited,Connected
Mackintosh Hydro Power Station,TAS,2017,Hydro,394053.0,113.0,0.000286763455677282,Hydro-Electric Corporation,Connected
Maningrida,NT,2017,Diesel,8811.0,5349.0,0.6070820565202588,Power And Water Corporation,Disconnected
Marble Bar Power Station & Marble Bar Distribution Network,WA,2017,Diesel,2243.0,1091.0,0.4864021399910834,Regional Power Corporation,Disconnected
Mcarthur River Power Station,NT,2017,Gas,279819.0,134067.0,0.4791204314217405,Edl Ngd (Nt) Pty Ltd,Disconnected
Mckay Creek Hydro,VIC,2017,Hydro,99423.0,4699.0,0.047262705812538344,Agl Energy Limited,Connected
Meadowbank Hydro Power Station,TAS,2017,Hydro,181352.0,16.0,8.822621200758745e-05,Hydro-Electric Corporation,Connected
Meekatharra Town Powerstation,WA,2017,Diesel,6728.0,4610.0,0.6851961950059453,Contract Power Australia Pty Ltd,Disconnected
Menzies Facility,WA,2017,Diesel,664.0,538.0,0.8102409638554217,Energy Generation Pty Ltd,Disconnected
Mica Creek Power Station,QLD,2017,Gas,121086.0,91696.0,0.7572799497877541,Stanwell Corporation Limited,Connected
Midlands Power Station,TAS,2017,Hydro,28697.0,0.0,,Tasmanian Irrigation Pty Ltd,Connected
Milikapiti (Snake Bay),NT,2017,Diesel,2083.0,1591.0,0.7638022083533366,Power And Water Corporation,Disconnected
Milingimbi,NT,2017,Diesel,3716.0,2766.0,0.7443487621097955,Power And Water Corporation,Disconnected
Millmerran Power Station (Facility),QLD,2017,Coal,7061382.0,5794351.0,0.8205689764411556,Ozgen Holdings Australia Pty Ltd,Connected
Milyakburra (Bickerton Island),NT,2017,Diesel,898.0,653.0,0.7271714922048997,Power And Water Corporation,Disconnected
Minjilang (Croker Island),NT,2017,Diesel,1382.0,1051.0,0.7604920405209841,Power And Water Corporation,Disconnected
Mintaro Power Station,SA,2017,Gas,42283.0,32456.0,0.7675898115081712,Synergen Power Pty Limited,Connected
Minyerri (Hodgson Downs),NT,2017,Diesel,2324.0,1708.0,0.7349397590361446,Power And Water Corporation,Disconnected
Mirvac,NSW,2017,Gas,4793.0,2852.0,0.5950344252034216,Origin Energy Limited,Connected
Moranbah North Cmm Power Station,QLD,2017,Waste Coal Mine Gas,507845.0,260078.0,0.5121208242672469,Edl Projects (Australia) Pty Ltd,Connected
Moranbah Power Station,QLD,2017,Coal Seam Methane,54918.0,33575.0,0.6113660366364397,Agl Energy Limited,Connected
Moree Solar Farm,NSW,2017,Solar,154935.0,636.0,0.004104947235937652,Solar Farm Investments Pty Ltd,Connected
Mornington Peninsula Renewable Energy Facility,VIC,2017,Landfill Gas,6226.0,343.0,0.055091551557982656,Lms Energy Pty Ltd,Connected
Mortlake Power Station,VIC,2017,Gas,1278861.0,707978.0,0.5536004303829736,Origin Energy Limited,Connected
Mortons Lane Windfarm Pty Ltd,VIC,2017,Wind,64558.0,57.0,0.0008829269803897271,Mortons Lane Wind Farm (Holding) Pty Ltd,Connected
Mount,NSW,2017,Gas,2029.0,1204.0,0.5933957614588468,Origin Energy Limited,Connected
Mt Gellibrand Wind Farm,VIC,2017,Wind,1200.0,22.0,0.018333333333333333,Acciona Energy Oceania Pty. Ltd.,Connected
Mt Keith Power Station,WA,2017,Gas,428656.0,222682.0,0.5194888208726811,Transalta Energy (Australia) Pty Ltd,Disconnected
Mt Magnet Town Powerstation,WA,2017,Gas,3816.0,2140.0,0.560796645702306,Contract Power Australia Pty Ltd,Disconnected
Mt Mercer Wind Farm Pty Ltd,VIC,2017,Wind,375873.0,69.0,0.00018357264288735824,Meridian Energy Australia Pty Ltd,Connected
Mt Millar Wind Farm Pty Ltd,SA,2017,Wind,193141.0,54.0,0.0002795884871674062,Meridian Energy Australia Pty Ltd,Connected
Mt Piper Power Station,NSW,2017,Coal,7864293.0,6841302.0,0.8699195210554845,Energyaustralia Holdings Limited,Connected
Mt Stuart Power Station,QLD,2017,Kerosene,9736.0,13869.0,1.4245069843878388,Origin Energy Limited,Connected
Mugga Lane Lfg Power Station,ACT,2017,Landfill Gas,31706.0,2014.0,0.06352110010723522,Edl Lfg (Act) Pty Ltd,Connected
Muja Power Station,WA,2017,Coal,4399617.0,3982663.0,0.9052294779295561,Electricity Generation And Retail Corporation,Connected
Mumbida Wind Farm Pty Ltd,WA,2017,Wind,189963.0,474.0,0.002495222753904708,Mumbida Wind Farm No 1 Holdings Pty Ltd,Connected
Mungarra Gas Turbine Station,WA,2017,Gas,19284.0,15542.0,0.8059531217589712,Electricity Generation And Retail Corporation,Connected
Murchison Radio Astronomy Power Station And Distribution Network,WA,2017,Diesel,3996.0,2397.0,0.5998498498498499,Regional Power Corporation,Disconnected
Musselroe Wind Farm Pty Ltd,TAS,2017,Wind,601311.0,343.0,0.0005704202983148487,Shenhua Clean Energy Holdings Pty Limited,Connected
Nawma Renewable Energy Facility,SA,2017,Landfill Gas,5773.0,311.0,0.0538714706391824,Lms Energy Pty Ltd,Connected
Nawma Solar Facility,SA,2017,Solar,1179.0,0.0,,Lms Energy Pty Ltd,Connected
Nauiyu Nambiyu (Daly River),NT,2017,Diesel,3208.0,2018.0,0.6290523690773068,Power And Water Corporation,Disconnected
New Gullen Range Wind Farm Pty Ltd,NSW,2017,Wind,506947.0,231.0,0.00045566893580591263,Beijing Jingneng Clean Energy (Australia) Holding Pty Ltd,Connected
Newcastle Renewable Energy Facility,NSW,2017,Landfill Gas,18769.0,998.0,0.05317278491128989,Lms Energy Pty Ltd,Connected
Newgen Neerabup Power Station,WA,2017,Gas,254551.0,156947.0,0.616564067711382,Erm Power Limited,Connected
Newman Power Station,WA,2017,Gas,244338.0,188790.0,0.7726591852270216,Pioneer Sail Holdings Pty Limited,Disconnected
Newport Power Station,VIC,2017,Gas,1018557.0,559518.0,0.5493241909878387,Energyaustralia Holdings Limited,Connected
Nguiu (Bathurst Island),NT,2017,Diesel,6776.0,4927.0,0.727125147579693,Power And Water Corporation,Disconnected
Ngukurr (Roper River),NT,2017,Diesel,4582.0,3355.0,0.7322130074203405,Power And Water Corporation,Disconnected
Norseman Gold Power Station,WA,2017,Diesel,4323.0,3213.0,0.7432338653712699,Contract Power Australia Pty Ltd,Disconnected
Nullagine Power Station & Nullagine Distribution Network,WA,2017,Diesel,1069.0,620.0,0.5799812909260992,Regional Power Corporation,Disconnected
Numbulwar (Rose River),NT,2017,Diesel,2954.0,2138.0,0.7237643872714963,Power And Water Corporation,Disconnected
Nyirripi (Waite Creek),NT,2017,Diesel,1017.0,619.0,0.6086529006882989,Power And Water Corporation,Disconnected
Nyngan Solar Plant,NSW,2017,Solar,250736.0,913.0,0.0036412800714695935,Agl Energy Limited,Connected
Oakey Power Station,QLD,2017,Gas,74582.0,49280.0,0.6607492424445577,Erm Power Limited,Connected
Oaklands Hill Wind Farm,VIC,2017,Wind,188287.0,694.0,0.0036858625396336444,Agl Energy Limited,Connected
Oaky Creek Ii Wcmg Power Station,QLD,2017,Waste Coal Mine Gas,105132.0,55057.0,0.5236940227523494,Edl (Oci) Pty Limited,Connected
Oaky Creek Wcmg Power Station,QLD,2017,Waste Coal Mine Gas,133669.0,68592.0,0.5131481495335493,Edl (Oci) Pty Limited,Connected
Onslow Power Station,WA,2017,Gas,14453.0,8704.0,0.6022279111603127,Onslow Electric Power Pty Ltd,Disconnected
