Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Numurkah Project Pty Ltd,F,VIC,28283,7856,5,4,9,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Stanhope Solar Project No. 2 Pty Ltd,F,VIC,28907,8029,5,11,16,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Stanhope Solar Project No. 3 Pty Ltd,F,VIC,28247,7846,5,11,16,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Stanhope Solar Project No. 4 Pty Ltd,F,VIC,28068,7797,5,1,6,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Stanhope Solar Project No. 5 Pty Ltd,F,VIC,27143,7540,5,18,23,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Stanhope Solar Project Pty Ltd,F,VIC,28307,7863,5,12,17,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Wunghnu Project Pty Ltd,F,VIC,28691,7970,5,9,14,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Corporate Total,C,-,453678,126022,80,143,223,,-,-,-,-
THE TRUSTEE FOR SUNTOP ASSET TRUST,Suntop Solar Farm,F,NSW,985900,273861,0,0,0,0,On,NEM,Solar,-
THE TRUSTEE FOR SUNTOP ASSET TRUST,Corporate Total,C,-,985900,273861,0,0,0,,-,-,-,-
TINSEL BIDCO PTY LTD,Snowtown South Wind Farm Pty Ltd,F,SA,1429987,397219,32,68,100,0,On,NEM,Wind,-
TINSEL BIDCO PTY LTD,Snowtown Wind Farm Stage 2 Pty Ltd,F,SA,1468865,408018,36,101,137,0,On,NEM,Wind,-
TINSEL BIDCO PTY LTD,Corporate Total,C,-,2898852,805236,68,169,237,,-,-,-,-
TOTALENERGIES RENEWABLES AUSTRALIA PTY LTD,Kiamal Solar Farm,F,VIC,1435129,398647,119,5333,5452,0,On,NEM,Solar,-
TOTALENERGIES RENEWABLES AUSTRALIA PTY LTD,Corporate Total,C,-,1435129,398647,119,5333,5452,,-,-,-,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,970431,269564,149332,0,149332,0.55,On,SWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,1001442,278179,153359,0,153359,0.55,On,SWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,888427,246786,132927,0,132927,0.54,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,1038516,288476,160073,0,160073,0.55,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,2426601,674056,306419,0,306419,0.45,On,NWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,-,6325417,1757060,902110,0,902110,,-,-,-,-
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Tailem Bend 2 Hybrid Renewable Power Station,F,SA,310198,86166,117,365,482,0,On,NEM,Solar,-
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Tailem Bend Solar farm,F,SA,584016,162227,73,388,461,0,On,NEM,Solar,-
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Wandoan Solar Farm 1,F,QLD,875469,243186,143,1427,1570,0,On,NEM,Solar,-
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Corporate Total,C,-,1769683,491578,333,2180,2513,,-,-,-,-
W.H. HECK & SONS PROPRIETARY LIMITED,Rocky Point Sugar Mill Cogeneration,F,QLD,174027,48341,1681,0,1681,0.03,On,NEM,Bagasse,-
W.H. HECK & SONS PROPRIETARY LIMITED,Corporate Total,C,-,174027,48341,1681,0,1681,,-,-,-,-
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,9470,2631,1841,0,1841,0.7,Off,Off-grid,Diesel,-
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,10357,2877,2209,0,2209,0.77,Off,Off-grid,Diesel,-
WATER CORPORATION,Corporate Total,C,-,19827,5508,4050,0,4050,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Weipa Solar Power Station,F,QLD,33273,9243,0,18,18,0,Off,Off-grid,Solar,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,33273,9243,0,18,18,,-,-,-,-
WEST WYALONG HOLDCO 2 PTY LTD,West Wyalong SF,F,NSW,682499,189583,9,561,570,0,On,NEM,Solar,-
WEST WYALONG HOLDCO 2 PTY LTD,Corporate Total,C,-,682499,189583,9,561,570,,-,-,-,-
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,White Rock Solar Farm Pty Ltd,F,NSW,134652,37403,0,46,46,0,On,NEM,Solar,-
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,Corporate Total,C,-,134652,37403,0,46,46,,-,-,-,-
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,1643242,456456,99,138,237,0,On,NEM,Wind,-
WILD CATTLE HILL PTY LTD,Corporate Total,C,-,1643242,456456,99,138,237,,-,-,-,-
ARET PLATFORM PTY LIMITED,Willogoleche Wind Farm,F,SA,1090576,302938,70,137,207,0,On,NEM,Wind,-
ARET PLATFORM PTY LIMITED,Corporate Total,C,-,1090576,302938,70,137,207,,-,-,-,-
WINTON HOLDINGS CO PTY. LTD,Winton Solar Farm,F,VIC,532678,147966,33,0,33,0,On,NEM,Solar,-
WINTON HOLDINGS CO PTY. LTD,Corporate Total,C,-,532678,147966,33,0,33,,-,-,-,-
WIRTGEN ENERGY GLENROWAN PTY. LTD,Glenrowan West Solar Farm,F,VIC,766484,212912,60,543,603,0,On,NEM,Solar,-
WIRTGEN ENERGY GLENROWAN PTY. LTD,Corporate Total,C,-,766484,212912,60,543,603,,-,-,-,-
WOOLOOGA HOLDCO 2 PTY LTD,Woolooga SF,F,QLD,1185741,329373,59,3658,3717,0,On,NEM,Solar,-
WOOLOOGA HOLDCO 2 PTY LTD,Corporate Total,C,-,1185741,329373,59,3658,3717,,-,-,-,-
YATPOOL SOLAR FARM HOLDCO PTY LTD,YATPOOL SOLAR FARM,F,VIC,461024,128062,0,361,361,0,On,NEM,Solar,-
YATPOOL SOLAR FARM HOLDCO PTY LTD,Corporate Total,C,-,461024,128062,0,361,361,,-,-,-,-
